Id,nNodes,nCustomers,nVehicles,testType,customers,vehicles
49,51,10,9,Exact,1007430347522304,1003032301011200
49,51,10,9,0.10,1007430347522304,1003032301011200
49,51,10,9,0.40,1007430347522304,1003032301011200
49,51,10,9,0.80,1007430347522304,1003032301011200
50,51,10,9,Exact,70373125130856,70373125130824
50,51,10,9,0.10,70373125130856,70373125130824
50,51,10,9,0.40,70373125130856,70373125130824
50,51,10,9,0.80,70373125130856,70373125130824
51,51,10,9,Exact,1228378472744,1228378472488
51,51,10,9,0.10,1228378472744,1228378472488
51,51,10,9,0.40,1228378472744,1228378472488
51,51,10,9,0.80,1228378472744,1228378472488
52,51,10,9,Exact,618585161824,618576773216
52,51,10,9,0.10,618585161824,618576773216
52,51,10,9,0.40,618585161824,618576773216
52,51,10,9,0.80,618585161824,618576773216
53,51,10,9,Exact,26552024989732,26534845120548
53,51,10,9,0.10,26552024989732,26534845120548
53,51,10,9,0.40,26552024989732,26534845120548
53,51,10,9,0.80,26552024989732,26534845120548
54,51,10,9,Exact,316661697610908,35186720900252
54,51,10,9,0.10,316661697610908,35186720900252
54,51,10,9,0.40,316661697610908,35186720900252
54,51,10,9,0.80,316661697610908,35186720900252
55,51,10,9,Exact,1381106731040,1376811763744
55,51,10,9,0.10,1381106731040,1376811763744
55,51,10,9,0.40,1381106731040,1376811763744
55,51,10,9,0.80,1381106731040,1376811763744
56,51,10,9,Exact,4123571781794,4123437564066
56,51,10,9,0.10,4123571781794,4123437564066
56,51,10,9,0.40,4123571781794,4123437564066
56,51,10,9,0.80,4123571781794,4123437564066
57,51,10,9,Exact,2783139041665,2783138976129
57,51,10,9,0.10,2783139041665,2783138976129
57,51,10,9,0.40,2783139041665,2783138976129
57,51,10,9,0.80,2783139041665,2783138976129
58,51,10,9,Exact,2267793658448,68770402896
58,51,10,9,0.10,2267793658448,68770402896
58,51,10,9,0.40,2267793658448,68770402896
58,51,10,9,0.80,2267793658448,68770402896
59,51,10,9,Exact,1125911584969728,11678127104
59,51,10,9,0.10,1125911584969728,11678127104
59,51,10,9,0.40,1125911584969728,11678127104
59,51,10,9,0.80,1125911584969728,11678127104
60,51,10,9,Exact,214768369922,214767321346
60,51,10,9,0.10,214768369922,214767321346
60,51,10,9,0.40,214768369922,214767321346
60,51,10,9,0.80,214768369922,214767321346
61,51,11,9,Exact,4455764901888,4454690635776
61,51,11,9,0.10,4455764901888,4454690635776
61,51,11,9,0.40,4455764901888,4454690635776
61,51,11,9,0.80,4455764901888,4454690635776
62,51,11,9,Exact,3259271694,3255076878
62,51,11,9,0.10,3259271694,3255076878
62,51,11,9,0.40,3259271694,3255076878
62,51,11,9,0.80,3259271694,3255076878
63,51,11,9,Exact,46385689002561,46385689002048
63,51,11,9,0.10,46385689002561,46385689002048
63,51,11,9,0.40,46385689002561,46385689002048
63,51,11,9,0.80,46385689002561,46385689002048
64,51,11,9,Exact,857654075326473,853255491944457
64,51,11,9,0.10,857654075326473,853255491944457
64,51,11,9,0.40,857654075326473,853255491944457
64,51,11,9,0.80,857654075326473,853255491944457
65,51,11,9,Exact,606930955671609,606930418800689
65,51,11,9,0.10,606930955671609,606930418800689
65,51,11,9,0.40,606930955671609,606930418800689
65,51,11,9,0.80,606930955671609,606930418800689
66,51,11,9,Exact,1570111194417300,1411781520017556
66,51,11,9,0.10,1570111194417300,1411781520017556
66,51,11,9,0.40,1570111194417300,1411781520017556
66,51,11,9,0.80,1570111194417300,1411781520017556
67,51,11,9,Exact,582758427001996,580559403222156
67,51,11,9,0.10,582758427001996,580559403222156
67,51,11,9,0.40,582758427001996,580559403222156
67,51,11,9,0.80,582758427001996,580559403222156
68,51,11,9,Exact,147103193800,147103158984
68,51,11,9,0.10,147103193800,147103158984
68,51,11,9,0.40,147103193800,147103158984
68,51,11,9,0.80,147103193800,147103158984
69,51,11,9,Exact,2182363667,2182361603
69,51,11,9,0.10,2182363667,2182361603
69,51,11,9,0.40,2182363667,2182361603
69,51,11,9,0.80,2182363667,2182361603
70,51,11,9,Exact,19796646232707,2204460188290
70,51,11,9,0.10,19796646232707,2204460188290
70,51,11,9,0.40,19796646232707,2204460188290
70,51,11,9,0.80,19796646232707,2204460188290
71,51,11,9,Exact,100956902403,100948513794
71,51,11,9,0.10,100956902403,100948513794
71,51,11,9,0.40,100956902403,100948513794
71,51,11,9,0.80,100956902403,100948513794
72,51,11,9,Exact,563672183215296,722229792960
72,51,11,9,0.10,563672183215296,722229792960
72,51,11,9,0.40,563672183215296,722229792960
72,51,11,9,0.80,563672183215296,722229792960
73,51,11,9,Exact,150186559067136,9449070695424
73,51,11,9,0.10,150186559067136,9449070695424
73,51,11,9,0.40,150186559067136,9449070695424
73,51,11,9,0.80,150186559067136,9449070695424
74,51,11,9,Exact,6665869296129,4466837651969
74,51,11,9,0.10,6665869296129,4466837651969
74,51,11,9,0.40,6665869296129,4466837651969
74,51,11,9,0.80,6665869296129,4466837651969
75,51,11,9,Exact,1262623304,188881472
75,51,11,9,0.10,1262623304,188881472
75,51,11,9,0.40,1262623304,188881472
75,51,11,9,0.80,1262623304,188881472
76,51,11,9,Exact,844974770882770,281475061647570
76,51,11,9,0.10,844974770882770,281475061647570
76,51,11,9,0.40,844974770882770,281475061647570
76,51,11,9,0.80,844974770882770,281475061647570
77,51,11,9,Exact,4844862309381,446815273989
77,51,11,9,0.10,4844862309381,446815273989
77,51,11,9,0.40,4844862309381,446815273989
77,51,11,9,0.80,4844862309381,446815273989
78,51,11,9,Exact,46187718670,3238045710
78,51,11,9,0.10,46187718670,3238045710
78,51,11,9,0.40,46187718670,3238045710
78,51,11,9,0.80,46187718670,3238045710
79,51,11,9,Exact,35219000304562,34628215474
79,51,11,9,0.10,35219000304562,34628215474
79,51,11,9,0.40,35219000304562,34628215474
79,51,11,9,0.80,35219000304562,34628215474
80,51,11,9,Exact,143901860881,143899763713
80,51,11,9,0.10,143901860881,143899763713
80,51,11,9,0.40,143901860881,143899763713
80,51,11,9,0.80,143901860881,143899763713
81,51,12,9,Exact,155559821827,17583997441
81,51,12,9,0.10,155559821827,17583997441
81,51,12,9,0.40,155559821827,17583997441
81,51,12,9,0.80,155559821827,17583997441
